smiles_1,smiles_2,local_1,local_2,global_1,global_2,global_3,global_4,global_5,global_6,value
*CN(C)C*,*CN(C)C*,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,10,-52,1,0,-4.3904622
*CN(C)C*,*CN(C)C*,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1,10,-45,1,0,-5.060487918
*Cc1c(C)c(C)c(COCP(=S)(CO*)Cc2ccccc2)c(C)c1C,*Cc1c(C)c(C)c(COCP(=S)(CO*)Cc2ccccc2)c(C)c1C,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.14,9.6,156,0,1,-5.430717876
*Cc1c(C)c(C)c(COCP(=S)(CO*)Cc2ccccc2)c(C)c1C,*Cc1c(C)c(C)c(COCP(=S)(CO*)Cc2ccccc2)c(C)c1C,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.32,9.6,167,0,1,-5.455759599
*Cc1c(C)c(C)c(COCP(=S)(CO*)Cc2ccccc2)c(C)c1C,*Cc1c(C)c(C)c(COCP(=S)(CO*)Cc2ccccc2)c(C)c1C,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.56,9.6,171,0,1,-4.838063439
*Cc1c(C)c(C)c(COCP(=S)(CO*)Cc2ccccc2)c(C)c1C,*Cc1c(C)c(C)c(COCP(=S)(CO*)Cc2ccccc2)c(C)c1C,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.83,9.6,193,0,1,-2.475792988
*Cc1c(C)c(C)c(COCP(=S)(CO*)Cc2ccccc2)c(C)c1C,*Cc1c(C)c(C)c(COCP(=S)(CO*)Cc2ccccc2)c(C)c1C,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.14,2.1,150,0,1,-7.033898305
*Cc1c(C)c(C)c(COCP(=S)(CO*)Cc2ccccc2)c(C)c1C,*Cc1c(C)c(C)c(COCP(=S)(CO*)Cc2ccccc2)c(C)c1C,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.32,2.1,155,0,1,-5.55932
*Cc1c(C)c(C)c(COCP(=S)(CO*)Cc2ccccc2)c(C)c1C,*Cc1c(C)c(C)c(COCP(=S)(CO*)Cc2ccccc2)c(C)c1C,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.56,2.1,207,0,1,-4.9661
*Cc1c(C)c(C)c(COCP(=S)(CO*)Cc2ccccc2)c(C)c1C,*Cc1c(C)c(C)c(COCP(=S)(CO*)Cc2ccccc2)c(C)c1C,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.83,2.1,210,0,1,-4.20339
*CC(*)c1ccc(NC(=O)Cc2c(OC)cccc2OC)cc1,*CC(*)c1ccc(NC(=O)Cc2c(OC)cccc2OC)cc1,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.67,390,164,1,0,-4.26760624
*COC(*)COCCCSCCCC(=O)NCCn1ccnc1,*CCO*,17,83,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01,41204.3,-32,1,0,-5.15563935
*COC(*)COCCCSCCCC(=O)NCCn1ccnc1,*CCO*,17,83,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01,41204.3,-33,1,0,-5.206566454
*COC(*)COCCCSCCCC(=O)NCCn1ccnc1,*COC(*)COCCCSCCCC(=O)NCCn1ccnc1,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01,25610.2,-11,1,0,-5.900290018
*COC(*)COCCCSCCCC(=O)NCCn1ccnc1,*COC(*)COCCCSCCCC(=O)NCCn1ccnc1,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02,25610.2,-4,1,0,-6.033489785
*COC(*)COCCCSCCCC(=O)NCCn1ccnc1,*COC(*)COCCCSCCCC(=O)NCCn1ccnc1,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.03,25610.2,-1,1,0,-6.091671913
*CC(*)CCSCCCC(=O)NCCn1ccnc1,*CC(*)CCSCCCC(=O)NCCn1ccnc1,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01,56286,11,1,0,-7.385200563
*CC(*)CCSCCCC(=O)NCCn1ccnc1,*CC(*)CCSCCCC(=O)NCCn1ccnc1,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.04,56286,24,1,0,-7.763101501
*CC(*)CCSCCCC(=O)NCCn1ccnc1,*CC(*)CCSCCCC(=O)NCCn1ccnc1,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.06,56286,39,1,0,-9.001342017
*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01,110943.6,-6,1,0,-6.446174023
*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.04,110943.6,-3,1,0,-6.35849502
*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.06,110943.6,0,1,0,-6.332222661
*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,105215,-7,1,0,-6.18219514
*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,*O[Si](*)(C)CCSCC,71,29,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.07,89174.4,-4,1,0,-6.076827721
*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,*O[Si](*)(C)CCSCC,71,29,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,89174.4,-11,1,0,-6.018583549
*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,*O[Si](*)(C)CCSCC,49,51,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1,76944,-11,1,0,-5.780312544
*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,*O[Si](*)(C)CCSCC,49,51,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,76944,-19,1,0,-5.748539723
*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,*O[Si](*)(C)CCSCC,33,67,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.15,67872,-19,1,0,-5.802771871
*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,*O[Si](*)(C)CCSCC,33,67,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,67872,-28,1,0,-5.683259062
*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,*O[Si](*)(C)CCSCC,29,71,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.17,65856,-20,1,0,-5.860155071
*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,*O[Si](*)(C)CCSCC,20,80,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.25,60816,-31,1,0,-5.8161068
*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,*O[Si](*)(C)CCSCC,7,93,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,53625.6,-80,1,0,-6.153247929
*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,*O[Si](*)(C)CCSCC,7,93,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.36,53625.6,-81,1,0,-6.369167275
*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,*O[Si](*)(C)CCSCC,7,93,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.71,53625.6,-65,1,0,-6.272678861
*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,*O[Si](*)(C)CCSCCCCCCCc1ccccc1,72,28,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.07,67760,-13,1,0,-5.971409957
*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,*O[Si](*)(C)CCSCCCCCCCc1ccccc1,40,60,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.12,66440,-36,1,0,-6.094302457
*O[Si](*)(C)CCSCCCC(=O)NCCn1ccnc1,*O[Si](*)(C)CCSCCCCCCCc1ccccc1,14,86,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.36,65340,-62,1,0,-6.697991434
*O[Si](*)(C)CCSCCCCCCCn1ccnc1,*O[Si](*)(C)CCSCCCCCCCn1ccnc1,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.03,65340,-22,1,0,-5.185554223
*O[Si](*)(C)CCSCCCCCCCn1ccnc1,*O[Si](*)(C)CCSCCCCCCCn1ccnc1,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.3,65340,7,1,0,-5.791297391
*CCO*,*CCO*,100,0,F[P-](F)(F)(F)(F)F,0.01,4000,-54,0,1,-6.4715
*CCO*,*CCO*,100,0,F[P-](F)(F)(F)(F)F,0.02,4000,-50,0,1,-6.4976
*CCO*,*CCO*,100,0,F[P-](F)(F)(F)(F)F,0.03,4000,-51,0,1,-6.5604
*CCO*,*CCO*,100,0,F[P-](F)(F)(F)(F)F,0.03,4000,-49,0,1,-4.2961
*CCO*,*CCO*,100,0,F[P-](F)(F)(F)(F)F,0.05,4000,-45,0,1,-6.1124
*CCO*,*CCO*,100,0,F[P-](F)(F)(F)(F)F,0.06,4000,-44,0,1,-6.6565
*CCO*,*CCO*,100,0,F[P-](F)(F)(F)(F)F,0.08,4000,-43,0,1,-6.3816
*CCO*,*CCO*,100,0,O=S(=O)(F)[N-]S(=O)(=O)F,0.05,500,-45,0,1,-3.97027712
*CCO*,*CCO*,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,500,-36,0,1,-3.558843312
*CCO*,*CCO*,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0,4,-66,0,1,-4.49757288
*CCO*,*CCO*,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01,4,-65,0,1,-3.935542011
*CCO*,*CCO*,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01,4,-64,0,1,-3.772113295
*CCO*,*CCO*,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01,4,-63,0,1,-3.694648631
*CCO*,*CCO*,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02,4,-62,0,1,-3.552841969
*CCO*,*CCO*,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02,4,-61,0,1,-3.403402904
*CCO*,*CCO*,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.03,4,-58,0,1,-3.26760624
*CCO*,*CCO*,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.04,4,-56,0,1,-3.229147988
*CCO*,*CCO*,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.06,4,-50,0,1,-3.214670165
*CCO*,*CCO*,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.09,4,-43,0,1,-3.283996656
*CCO*,*CCO*,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.12,4,-36,0,1,-3.386158178
*CCO*,*CCO*,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.17,4,-29,0,1,-3.48945499
*CCO*,*CCO*,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.2,4,-25,0,1,-4.036212173
*CCO*,*CCO*,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.25,4,-19,0,1,-4.283996656
*CCO*,*CCO*,100,0,COCCC[N-]S(=O)(=O)C(F)(F)F,0.02,4,-62,0,1,-4.510041521
*CCO*,*CCO*,100,0,COCCC[N-]S(=O)(=O)C(F)(F)F,0.03,4,-60,0,1,-4.214670165
*CCO*,*CCO*,100,0,COCCC[N-]S(=O)(=O)C(F)(F)F,0.05,4,-58,0,1,-4.124938737
*CCO*,*CCO*,100,0,COCCC[N-]S(=O)(=O)C(F)(F)F,0.06,4,-56,0,1,-4.065501549
*CCO*,*CCO*,100,0,COCCC[N-]S(=O)(=O)C(F)(F)F,0.08,4,-53,0,1,-4.102372909
*CCO*,*CCO*,100,0,COCCC[N-]S(=O)(=O)C(F)(F)F,0.1,4,-53,0,1,-4.167491087
*CCO*,*CCO*,100,0,O=S(=O)([O-])C(F)(F)F,0.08,13.2,-42,0,1,-4.3947
*CCO*,*CCO*,100,0,O=S(=O)([O-])C(F)(F)F,0.12,13.2,-42,0,1,-4.4551
*CCO*,*CCO*,100,0,O=S(=O)([O-])C(F)(F)F,0.08,21,-49,0,1,-4.3444
*CCO*,*CCO*,100,0,[O-][Cl+3]([O-])([O-])[O-],0.11,22,-24,0,1,-4.768784859
*CCO*,*COC(*)C,76.5,23.5,[O-][Cl+3]([O-])([O-])[O-],0.11,10,-23,0,1,-5.13199965
*CCO*,*COC(*)C,47,53,[O-][Cl+3]([O-])([O-])[O-],0.11,5,-7,0,1,-5.721042882
*CCO*,*COC(*)COCCOCCOC,95,5,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02,4000,-51,1,0,-4.017859268
*CCO*,*COC(*)COCCOCCOC,95,5,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.04,4000,-47,1,0,-3.835551263
*CCO*,*COC(*)COCCOCCOC,95,5,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.06,4000,-44,1,0,-3.611496413
*CCO*,*COC(*)COCCOCCOC,95,5,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.08,4000,-43,1,0,-3.617969947
*CCO*,*COC(*)COCCOCCOC,91,9,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02,277.8,-55,1,0,-3.460792874
*CCO*,*COC(*)COCCOCCOC,91,9,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.04,277.8,-52,1,0,-3.408930907
*CCO*,*COC(*)COCCOCCOC,91,9,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.06,277.8,-45,1,0,-3.27768157
*CCO*,*COC(*)COCCOCCOC,91,9,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.08,277.8,-39,1,0,-3.21161654
*CCO*,*COC(*)COCCOCCOC,91,9,[O-][Cl+3]([O-])([O-])[O-],0.02,277.8,-51,1,0,-3.610818838
*CCO*,*COC(*)COCCOCCOC,91,9,[O-][Cl+3]([O-])([O-])[O-],0.04,277.8,-46,1,0,-3.346435504
*CCO*,*COC(*)COCCOCCOC,91,9,[O-][Cl+3]([O-])([O-])[O-],0.06,277.8,-37,1,0,-3.498306692
*CCO*,*COC(*)COCCOCCOC,91,9,[O-][Cl+3]([O-])([O-])[O-],0.08,277.8,-23,1,0,-3.821350999
*COC(*)COCC=C,*COC(*)COCC=C,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01,12.2,-75,0,1,-4.849959018
*COC(*)COCC=C,*COC(*)COCC=C,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02,12.2,-73,0,1,-4.455315869
*COC(*)COCC=C,*COC(*)COCC=C,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.03,12.2,-72,0,1,-4.197144058
*COC(*)COCC=C,*COC(*)COCC=C,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.04,12.2,-67,0,1,-3.899042599
*COC(*)COCC=C,*COC(*)COCC=C,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.06,12.2,-58,0,1,-3.718439756
*COC(*)COCC=C,*COC(*)COCC=C,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1,12.2,-49,0,1,-3.714276869
*COC(*)COCC=C,*COC(*)COCC=C,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,12.2,-78,0,1,-3.91699886
*CCO*,*COC(*)COCC=C,89.7,10.3,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.04,29.5,-69,0,1,-3.471924785
*CCO*,*COC(*)COCC=C,80.2,19.8,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.04,15.8,-71,0,1,-3.609537571
*CCO*,*COC(*)COCC=C,76.7,23.3,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.04,7.9,-69,0,1,-3.652058988
*CCO*,*COC(*)COCC=C,54.9,45.1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.04,17.3,-73,0,1,-3.803559545
*CC(*)(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,*CC(*)(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,100,0,O=S(=O)([O-])C(F)(F)F,0.2,300,-25,1,0,-4.890328737
*COCCOCCOCCOCCOCCOCCOCCOCCOCOC*,*COCCOCCOCCOCCOCCOCCOCCOCCOCOC*,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,50,-50,0,1,-3.681736599
*CN(CCOC)C(*)=O,*CN(CCOC)C(*)=O,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.09,2.4,52,1,0,-6.574593418
*CN(CCOCCOC)C(*)=O,*CN(CCOCCOC)C(*)=O,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.09,3.2,9,1,0,-4.822384778
*CN(CCOCCOCCOC)C(*)=O,*CN(CCOCCOCCOC)C(*)=O,100,0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.09,4.1,-2,1,0,-4.53153355
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.12,37,40,1,0,-6.93162364
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.08,37,34,1,0,-6.424478697
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.06,37,31,1,0,-7.084322107
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,37,29,1,0,-6.655352166
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.12,19,21,1,0,-6.010850752
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.08,19,8,1,0,-5.756176322
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.06,19,8,1,0,-6.279968984
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,19,0,1,0,-6.111465606
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.12,18,-17,1,0,-4.901888108
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.08,18,-20,1,0,-5.029106919
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.06,18,-22,1,0,-5.029119303
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,18,-25,1,0,-4.966118865
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.12,7.9,-26,1,0,-4.428192809
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.08,7.9,-27,1,0,-4.477191173
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.06,7.9,-31,1,0,-4.304358931
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,7.9,-37,1,0,-4.375192379
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.12,8.1,-18,1,0,-4.195436525
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.08,8.1,-31,1,0,-3.772680721
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.06,8.1,-35,1,0,-3.629527631
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,8.1,-39,1,0,-3.807212738
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.12,7.8,-29,1,0,-3.969291168
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.08,7.8,-36,1,0,-3.732945182
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.06,7.8,-43,1,0,-3.695438776
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,7.8,-47,1,0,-3.66205309
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.12,7.4,-27,1,0,-3.710677434
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.08,7.4,-40,1,0,-3.49429521
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.06,7.4,-44,1,0,-3.131450171
*CC(*)OCCOCCOC,*C1OC(=O)OC1*,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,7.4,-48,1,0,-3.301688787
*COC(*)COC(C)(C)C,*OC(*)=O,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,44,18,1,0,-7.51533429
*COC(*)COCCCC,*OC(*)=O,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,190,-20,1,0,-5.836820328
*COC(*)COCCOC,*OC(*)=O,50,50,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.03,17,-55,1,0,-4.528742245
*CCO*,*COC(*)COC,78.3,21.7,O=S(=O)([O-])C(F)(F)F,0.06,1000,-68,1,0,-4.771455143
*CCO*,*COC(*)COCCOCC,82.94,17.06,O=S(=O)([O-])C(F)(F)F,0.06,1000,-53,1,0,-4.613009445
*CCO*,*COC(*)COCCOCCOC,71.15,28.85,O=S(=O)([O-])C(F)(F)F,0.06,1000,-77,1,0,-4.013896227
